Job_Title,Company,Salary_Range,URL,JD_Text,Skills,Job_Family,Location
Thực Tập Sinh Marketing Game,https://xgamestudio.com/,"3.000.000 - 5.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/thuc-tap-sinh-marketing-game-xgame-studio-1202606121511,"1. MÔ TẢ CÔNG VIỆC:
Thực hiện các chiến dịch quảng cáo Google Ads, Unity, Mintegral, Applovin, Ironsource, …
Lên ý tưởng nội dung, hình ảnh, video cho các chiến dịch quảng cáo và giới thiệu sản phẩm game.
Lên ý tưởng sản xuất, cải thiện, phát triển game
Thực hiện các công việc liên quan đến ASO (tối ưu game/app trên store).
Phân tích insight người dùng,  nghiên cứu thị trường để phát triển game
Quản lý các dự án Game/App
Chưa có kinh nghiệm ngành Game/App sẽ được đào tạo
2. YÊU CẦU ỨNG VIÊN:
Trình độ: Tốt nghiệp Đại học hoặc sinh viên thực tập các chuyên ngành có liên quan. (ưu tiên học ĐH Ngoại Thương, Kinh tế Quốc dân, ĐH Quốc Gia, Thương mại...)
Thích làm việc với số liệu, am hiểu về hành vi người dùng.
Có khả năng phân tích dữ liệu
Thích chơi game mobile
Sáng tạo chủ động trong công việc
Chịu được áp lực công việc
Tiếng Anh giao tiếp tốt (nghe, nói, đọc, viết cơ bản). Ưu tiên những bạn có thêm ngoại ngữ (Tiếng Hàn, Tiếng Trung, Tiếng Nhật)....
Level: Intern đã hoàn thành gần xong lịch học (năm cuối sắp tốt nghiệp trở đi)
3. CHÍNH SÁCH ĐÃI NGỘ:
Mức hỗ trợ: 3.000.000 - 5.000.000 VNĐ/tháng
Sau 06 tháng thực tập có cơ hội được xét duyệt lên vị trí chính thức
Phụ cấp ăn trưa, thuê trọ, đi lại
Được đào tạo từ đầu, bàn bản về Digital MKT ngành game
Văn hóa công ty: đọc sách, tập thể dục hàng ngày;
Làm việc trong môi trường trẻ trung, thân thiện và hướng đến việc phát triển con người;
Thưởng các ngày nghỉ lễ; thưởng tết (1-5 tháng lương);
Review lương 2 lần/năm
Trang bị thiết bị hiện đại, laptop, màn hình lớn;
Chế độ BHXH, BHYT, BHTN theo luật lao động;
Đồ ăn nhẹ /đồ uống miễn phí;
Du lịch hàng năm, tham gia liên hoan hàng tháng;
Tham gia vào CLB Bóng đá của công ty hàng tuần.
Quyền lợi dành cho thành viên làm >1 năm: Khám sức khỏe tổng quát 1 năm/lần, Cấp vốn mua nhà, mua xe,.....
Thời gian làm việc: T2 - T6, 1 thứ 7 Creativeday (tuỳ tháng), nghỉ 3 thứ 7 và 4 chủ nhật (8h30 - 18h, nghỉ trưa 1h30p)
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: huongpham.hr@xgamevn.com
Hạn cuối: 23:59 ngày 7/7/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Thực Tập Sinh Performance Marketing - Google ADS,,"3.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/thuc-tap-sinh-performance-marketing-google-ads-cong-ty-tnhh-bravebits-1202606101435,"1. MÔ TẢ CÔNG VIỆC:
Được đào tạo và thực hành trực tiếp về Google Ads:
Nghiên cứu từ khóa và phân tích thị trường.
Thiết lập các chiến dịch quảng cáo Google Ads.
Theo dõi và tối ưu các chỉ số CPC, CTR, Conversion, ROAS.
Phân tích dữ liệu quảng cáo và lập báo cáo hiệu quả.
Phối hợp với đội ngũ Content và Website để tối ưu hiệu quả chiến dịch.
Thực hành trực tiếp trên hệ thống quảng cáo và ngân sách thực tế của công ty.
2. YÊU CẦU ỨNG VIÊN:
Đối tượng phù hợp
Sinh năm 2003 – 2005.
Có thể làm việc full-time tại văn phòng.
Có định hướng theo đuổi Digital Marketing lâu dài.
Không yêu cầu kinh nghiệm
Công ty đào tạo từ đầu đối với ứng viên chưa có kinh nghiệm.
Chỉ cần bạn:
Có tư duy logic và tinh thần học hỏi.
Chăm chỉ, chủ động và có trách nhiệm trong công việc.
Có laptop cá nhân phục vụ công việc.
Mong muốn phát triển nghề nghiệp nghiêm túc và lâu dài.
Điểm cộng
Từng tìm hiểu hoặc học qua Digital Marketing, Google Ads, SEO, Website.
Từng tham gia các hoạt động CLB, dự án, công việc bán thời gian liên quan đến Marketing là một lợi thế.
3. CHÍNH SÁCH ĐÃI NGỘ:
Trợ cấp: 3.000.000 VNĐ/tháng.
Thưởng hiệu quả công việc theo năng lực và kết quả thực tế như nhân viên chính thức.
Đào tạo & Phát triển
Được đào tạo Google Ads thực chiến từ A-Z.
Hướng dẫn trực tiếp bởi đội ngũ có kinh nghiệm.
Được tiếp cận và làm việc trên các dự án thực tế của công ty.
Có cơ hội trở thành nhân viên chính thức sau quá trình đào tạo và đánh giá năng lực.
Phúc lợi
Hưởng các chế độ nội bộ như nhân viên chính thức.
Tham gia teambuilding, du lịch và các hoạt động nội bộ của công ty.
Môi trường trẻ trung, đồng nghiệp hỗ trợ, cơ hội học hỏi và phát triển lâu dài.
4. LỘ TRÌNH PHÁT TRIỂN:
Tháng 1 – 2
Đào tạo kiến thức nền tảng về Google Ads.
Thực hành các kỹ năng setup và quản lý chiến dịch cơ bản.
Tháng 2 – 3
Tham gia vận hành và tối ưu các chiến dịch thực tế.
Làm quen với việc phân tích dữ liệu và báo cáo hiệu quả quảng cáo.
Sau 3 tháng
Đánh giá năng lực để xét lên nhân viên chính thức.
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: hr@bravebitsglobal.com
Hạn cuối: 23:59 ngày 17/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Nhân Viên Content Marketing,https://www.kopanmart.com/,"11.000.000 - 14.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-content-marketing-kopan-group-1202606101443,"1. MÔ TẢ CÔNG VIỆC:
Xây dựng nội dung phục vụ hoạt động quảng cáo:
Viết nội dung quảng cáo trên Facebook, TikTok, Google và các nền tảng Digital khác
Xây dựng Concept, thông điệp và góc tiếp cận cho các chiến dịch performance marketing
Sản xuất nội dung chuyển đổi:
Phân tích 3C
Đề xuất các ý tưởng content mới nhằm cải thiện tỷ lệ chuyển đổi
Phối hợp với team Digital để đánh giá hiệu quả và tối ưu nội dung
Xây dựng kịch bản và kế hoạch ghi hình, tham gia onset và follow hậu kỳ
Báo cáo và cải tiến: Theo dõi kết quả các chiến dịch triển khai, đánh giá hiệu quả từng nhóm nội dung và đề xuất cải tiến
Xử lý một số hạng mục công việc liên quan theo chỉ đạo và hướng dẫn của quản lý trực tiếp.
2. YÊU CẦU ỨNG VIÊN:
Nam/nữ sinh năm 1999 - 2004, có từ 1-2 năm kinh nghiệm ở vị trí Content Marketing, Performance Content hoặc Copywriter. Ứng viên có tối thiểu một năm kinh nghiệm mảng mỹ phẩm, dược mỹ phẩm, thẩm mỹ viện/clinic
Tố chất phù hợp:
Chủ động, trách nhiệm, có tinh thần học hỏi và thử nghiệm liên tục.
Có tư duy logic, định hướng kết quả, nhạy bén với hành vi người tiêu dùng
Có khả năng làm việc nhóm và phối hợp liên phòng ban tốt.
Kiến thức/tư duy:
Hiểu hành trình khách hàng và tư duy chuyển đổi
Có khả năng nghiên cứu insight khách hàng
Hiểu các mô hình AIDA, PAS, BAB
Có tư duy tối ưu nội dung dựa trên dữ liệu và hiệu quả thực tế
Kỹ năng:
Viết nội dung quảng cáo Facebook/ TikTok
Viết landing page, sales page
Viết kịch bản video quảng cáo, UGC, Livestream
Thành thạo AI hỗ trợ công việc là một lợi thế
3. CHÍNH SÁCH ĐÃI NGỘ:
Mức lương: Lương cứng (11-14M) + Phụ cấp + Thưởng KPI. Thu nhập 14-18M (lương cứng thỏa thuận theo năng lực khi PV)
Tham gia BHXH, BHYT, BHTN khi tiếp nhận chính thức
Lộ trình phát triển sự nghiệp rõ ràng, review lương 6 tháng/lần
Được đào tạo nâng cao chuyên môn, và phát triển các kỹ năng quản lý
Thưởng Lễ, Tết, tháng lương 13 và các phúc lợi khác theo quy định công ty
Du lịch hàng năm, các hoạt động tập thể gắn kết
Môi trường làm việc hỗ trợ lẫn nhau, ghi nhận kết quả làm việc.
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: ceo@kopanmart.com
Hạn cuối: 23:59 ngày 12/7/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Cộng tác viên Content Marketing,https://chillwithtatty.vn/,"3.000.000 - 5.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/cong-tac-vien-content-marketing-chill-with-tatty-1202606091520,"1. MÔ TẢ CÔNG VIỆC:
Lên kịch bản và sản xuất video trên kênh Tiktok (khoảng 8-12 post/ tuần) và theo dõi hiệu quả truyền thông.
Phụ trách nội dung truyền thông trên các kênh Facebook/ IG/ Threads.
Tham gia xây dựng chiến dịch truyền thông, phát triển câu chuyện thương hiệu.
Đề xuất các ý tưởng truyền thông marketing cho thương hiệu.
2. YÊU CẦU ỨNG VIÊN:
Sinh viên đang sinh sống và học tập tại Hà Nội
Ưu tiên có kinh nghiệm ở các vị trí tương đương (nhận đào tạo cả các bạn chưa có kinh nghiệm)
Sử dụng thành thạo các nền tảng mạng xã hội như Facebook, Instagram, Tiktok…
Biết sử dụng các công cụ làm việc như: Canva, Capcut, Google Workspace,...
Ưu tiên những ứng viên đã có kinh nghiệm vẽ tay trên Ipad, sử dụng thành thạo các ứng dụng Goodnotes, Procreate, CollaNote trên Ipad.
Có trách nhiệm, khả năng làm việc nhóm tốt, chủ động, tỉ mỉ, đúng deadline.
3. QUYỀN LỢI:
Mức lương: 3.000.000 - 5.000.000 VND
Thưởng theo quý với các dự án/ chiến lược hiệu quả
Thưởng lễ/Tết/sinh nhật.
Được làm việc trong môi trường trẻ trung, năng động, có nhiều cơ hội thăng tiến.
Cơ hội học hỏi, phát triển kỹ năng marketing tổng thể.
Review tăng lương định kỳ và các chế độ đãi ngộ/ ưu đãi mua hàng đặc biệt.
4. Thời gian làm việc: Part-time (Linh hoạt ca sáng hoặc ca chiều - Chỉ 5 ca làm việc/ tuần từ thứ 2 - thứ 7, đảm bảo 20 giờ/ tuần)
Ca sáng: 8h - 12h
Ca chiều: 14h - 18h
Thời gian thử việc: 2 tháng (có thể ngắn hơn tùy vào năng lực)
5. Địa điểm làm việc: Xuân La, Tây Hồ, Hà Nội
6. CÁCH THỨC ỨNG TUYỂN:
Gửi CV hoặc Portfolio vào zalo 0981.243.851 (Ms. Minh Thu) để ứng tuyển.
Thời hạn ứng tuyển: 23h59p ngày 15/06/2026","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Nhân Viên Content Marketing,https://www.ilaby.vn/,"9.000.000 - 12.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-content-marketing-ilaby-1202606091637,"1. MÔ TẢ CÔNG VIỆC:
Chịu trách nhiệm sáng tạo nội dung, viết bài và quản lý các kênh truyền thông/mạng xã hội của thương hiệu (Facebook Fanpage, TikTok/Shorts,...).
Lên ý tưởng kịch bản video, nội dung chiến dịch cho các BST mới.
Tham gia đóng góp ý tưởng, đề xuất chương trình khuyến mại
Phối hợp cùng team media để brief định dạng hình ảnh, reels phù hợp cho các kênh Fb, tiktok
Định hướng nội dung, đề xuất danh sách cho video booking phù hợp & làm việc với KOL/KOC theo từng chiến dịch.
Phối hợp cùng các phòng ban liên quan (Kinh doanh, thiết kế, cung ứng,….) để đảm bảo hiệu quả công việc theo chỉ đạo trực tiếp từ TP và Ban lãnh đạo.
Hà Nội: ILABY OFFICE, Tầng 1 Tòa N01 ngõ 259 Yên Hòa, Phường Cầu Giấy (quận Cầu Giấy cũ)
Thời gian làm việc:
Thứ 2 - Thứ 6 ( 8h15-17h30 ), nghỉ trưa 12h-13h15
Thứ 7 ( 8h15-12h15 ).
Nghỉ chiều Thứ 7 và Chủ nhật.
2. YÊU CẦU ỨNG VIÊN:
Tốt nghiệp Đại học chuyên ngành: Báo chí, truyền thông, marketing hoặc các chuyên ngành liên quan
Ưu tiên ứng viên có kinh nghiệm từ 01 năm trở lên ở vị trí tương đương
Có khả năng viết tốt, sáng tạo nội dung độc đáo
Có kinh nghiệm và gu thẩm mỹ trong việc order thiết kế các ấn phẩm truyền thông
Tư duy tốt về hình ảnh, yêu thích lĩnh vực thời trang và nắm bắt tốt các xu hướng truyền thông
Ưu tiên ứng viên đã có kinh nghiệm làm bên mảng thời trang, làm đẹp, bán lẻ,….
Ứng viên vui lòng đính kèm Portfolio - các sản phẩm đã làm (Bắt buộc)
3. CHÍNH SÁCH ĐÃI NGỘ:
Thu nhập: 9.000.000 - 12.000.000
Phụ cấp ăn: 25.000đ/ngày
Chi phí gửi xe, công tác phí,...
Lương tháng 13, review lương định kỳ hàng năm.
Thưởng, quà các ngày sinh nhật, lễ, tết...BHXH, phép năm, chế độ hiếu hỉ, ốm đau theo quy định.
Company trip, Team building, New Year party, Happytime...Các hoạt động phong trào nội bộ độc đáo & siêu vui nhộn.
Chính sách mua hàng nội bộ ưu đãi
Văn hóa doanh nghiệp nhân văn và trân trọng đóng góp của nhân viên. Môi trường làm việc lành mạnh, nói không với drama - toxic
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: hr@ilaby.vn
Hạn cuối: 23:59 ngày 30/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Marketing Intern,https://bioturing.com/,"Thỏa thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/marketing-intern-bioturing-vietnam-1202606091624,"I. Role Description:
We are seeking a proactive and creative Marketing Intern to support BioTuring’s daily content needs and marketing operations. You will help bring our brand messaging to life by producing social media posts, assisting with email campaigns, updating sales materials, and supporting webinars and events. This role is ideal for someone who enjoys writing, design work, and staying organized while managing multiple tasks.
*This role is heavy on writing.
II. Key Responsibilities:
1. Content Creation & Publishing – 80%
Support day-to-day content production and keep our channels active and consistent.
Social media (primary):
Build basic content calendars and schedule posts.
Draft and adapt captions for different platforms (e.g. LinkedIn, X).
Do light design in Canva for simple posts, carousels.
Coordinate with team members to collect inputs, quotes, and visuals for posts.
Email & CRM:
Assist with drafting email content for campaigns, webinars, and product updates.
Help refine subject lines, CTAs, and layout for clarity and engagement.
Support basic audience segmentation and list preparation under guidance.
Sales enablement materials:
Help create and update flyers, standees, backdrops, and simple one-pagers with Graphic Designer
Adapt existing/revise current content into shorter or more visual formats for events and sales use.
Assist with organizing and maintaining a shared folder of up-to-date materials.
Content research & repurposing:
Review existing materials (blogs, decks, recordings) and extract key points for social/email snippets.
Do desk research to collect references, quotes, and examples to enrich content.
Support basic proofreading for clarity, grammar, and consistency.
2. Marketing Operations & Campaign Support – 20%
Webinar and event support:
Assist with webinar setup: registration pages, reminder emails, and basic slide polishing.
Support logistics on the day of the webinar: note-taking, chat support, and simple follow-up tasks.
Tracking & reporting:
Help update tracking sheets for social posts, emails, and webinars.
Capture basic metrics into pre-defined templates.
Team coordination & other tasks:
Help keep content folders, naming conventions, and trackers organized.
Support small cross-functional requests from Sales or Product when content is needed.
Perform other tasks assigned by the Marketing team, aligned with your capacity and skills.
II. Requirements:
Final year student or fresh graduate.
Strong writing skills in English, with interest in marketing-style content.
Basic design skills and familiarity with Canva.
Good attention to detail and ability to follow content guidelines and templates.
Organized, reliable, and comfortable handling multiple small tasks in parallel.
Ability to commit full-time onsite; if you have in-person classes, you can still meet agreed weekly working hours.
III. We Offer:
Competitive salary and benefits package.
A worldwide collaborative and supportive work environment.
A chance to learn and grow your career in bioinformatics.
*At BioTuring, we emphasize building a high-performing team and company culture.
*Due to the high volume of applications, we regret that we are unable to respond to all inquiries. Only shortlisted candidates will be contacted. Thank you for your understanding.
APPLY HERE","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Cộng Tác Viên Marketing,https://vinschool.edu.vn/,"12.000.000 - 15.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/cong-tac-vien-marketing-vinschool-1202606081639,"I. MÔ TẢ CÔNG VIỆC:
1. Quản lý & vận hành các kênh social
Trực inbox, comment, notification theo thời gian quy định, đảm bảo phản hồi nhanh chóng và đúng thông tin.
Xây dựng, cập nhật bộ Q&A dựa trên các tình huống thực tế từ khách hàng.
Tối ưu kịch bản & hệ thống chatbot phù hợp với hành vi và insight khách hang nhằm nâng cao trải nghiệm và tăng tỷ lệ chuyển đổi từ inbox → lead.
2. Sản xuất nội dung phục vụ hoạt động marketing
Viết content cho các kênh (social, quảng cáo, seeding…) theo định hướng chiến dịch. Phát triển nhiều phiên bản nội dung (A/B testing) dựa trên insight khách hàng và đúng tone thương hiệu, tối ưu hiệu quả chuyển đổi.
Thiết kế và thực hiện asset cơ bản (ảnh, video ngắn) bằng các công cụ như Canva, CapCut…
3. Seeding & Social Listening
Thực hiện seeding chiến lược trên các kênh mạng xã hội, group cộng đồng theo kế hoạch marketing.
Theo dõi social listening định kỳ (tuần/tháng): phân tích và cập nhật xu hướng, phát hiện khủng hoảng tiềm ẩn, đo lường mức độ quan tâm của phụ huynh/khách hàng.
4. Hỗ trợ triển khai các hoạt động marketing theo chiến dịch
Online Campaign: Lên ý tưởng, xây dựng thể lệ và hỗ trợ triển khai các cuộc thi/minigame trên mạng xã hội nhằm tăng tương tác và độ lan tỏa.
Offline Event: Hỗ trợ công tác tổ chức sự kiện và phối hợp vận hành tại sự kiện.
Theo dõi, tổng hợp và xử lý các hạng mục thanh toán liên quan.
II. YÊU CẦU CÔNG VIỆC:
Có tư duy marketing tốt, hiểu insight khách hàng.
Kỹ năng viết tốt, linh hoạt nhiều format nội dung.
Có kinh nghiệm hoặc hiểu biết về các công cụ chatbot, social listening, email MKT ... hoặc từng triển khai QC Digital là lợi thế.
Có khả năng thiết kế/chỉnh sửa cơ bản (Canva, CapCut hoặc tương đương).
Chủ động cập nhật xu hướng, nền tảng và tính năng mới.
Có tư duy thẩm mỹ tốt, sáng tạo. Xử lý công việc nhanh và linh hoạt, trung thực, cẩn thận, có tinh thần trách nhiệm và khả năng làm việc dưới áp lực.
Có khả năng làm việc nhóm và làm việc độc lập tốt.
Ưu tiên ứng viên tốt nghiệp chuyên ngành Báo chí, Truyền thông, Marketing. Tiếng Anh tốt là điểm cộng.
III. QUYỀN LỢI:
Thu nhập hấp dẫn: từ 12 đến 15 triệu (tùy năng lực)
Được hỗ trợ ăn trưa tại canteen của trường
Được đào tạo về chuyên môn, có cơ hội phát triển nghề nghiệp trong môi trường chuyên nghiệp.
Làm việc thừ thứ 2 đến thứ 6, nghỉ T7-CN
IV. Địa điểm làm việc: KĐT Ocean Park - Gia Lâm - Hà Nội
ỨNG TUYỂN","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Thực Tập Sinh Marketing,Chưa cập nhật,"Thỏa thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/thuc-tap-sinh-marketing-parin-bakery-1202606081637,"1. MÔ TẢ CÔNG VIỆC:
Assist in planning and implementing marketing activities (online & offline)
Support writing basic content for social media (captions, images, short videos)
Manage and engage on social media channels
Track performance, compile data, and prepare simple reports
Perform other tasks as assigned
Other tasks required by the manager
2. YÊU CẦU ỨNG VIÊN:
3th or 4th - year university student or recent graduate (Marketing, PR, Communication, or related fields)
Strong interest in KOL/influencer marketing, especially in the Gen Z/F&B space
Basic understanding of social platforms: TikTok, Instagram, Facebook
Responsible, detail-oriented, and eager to learn
English proficiency is a plus/ English CV is preferred.
3. CHÍNH SÁCH ĐÃI NGỘ:
Direct mentorship from experienced marketing and KOL professionals
Insight into influencer campaigns and F&B brand-building
Opportunity to develop hands-on skills in marketing research and campaign execution
Open, creative working environment
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: hr@parinbakery.com
Hạn cuối: 23:59 ngày 30/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Nhân viên Marketing,https://studiosdining.com/,"9.000.000 - 12.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-marketing-nha-hang-studios-dining-1202606081545,"1. Mô tả công việc:
Sản xuất nội dung video
Thu thập chất liệu video, vd. món ăn, không gian, phục vụ, khoảnh khắc hậu trường, v.v…
Lên ý tưởng và sản xuất (bao gồm quay, edit) video ngắn cho Istagram Reels, Facebook Reels.
Sản xuất hình ảnh
Chụp ảnh món ăn, đồ uống, không gian, nhân sự, khách hàng, chi tiết decor và các khoảnh khắc vận hành tại quán.
Đảm bảo hình ảnh đủ chất lượng để sử dụng cho các kênh truyền thông
Chỉnh ảnh cơ bản
Xây dựng thư viện hình ảnh hằng tuần cho nhà hàng
Lên kế hoạch nội dung và quản lý lịch đăng
Phối hợp các bộ phận để xây dựng kế hoạch nội dung theo tuần/tháng.
Đề xuất nội dung dựa trên mục tiêu kinh doanh
Quản lý content calendar cho các kênh social media.
Đảm bảo nội dung được sản xuất và đăng tải đều đặn, đúng timeline.
Khai thác câu chuyện tại nhà hàng
Làm việc trực tiếp với bếp để hiểu câu chuyện phía sau sản phẩm
Chuyển hoá thành nội dung truyền thông dễ hiểu, hấp dẫn và có giá trị với khách hàng.
Ghi nhận phản hồi, câu hỏi, hành vi và khoảnh khắc của khách hàng tại quán để phát triển angle nội dung mới.
Đăng tải, theo dõi và tối ưu hiệu quả
Đăng tải nội dung lên các kênh social media theo kế hoạch.
2. Nơi làm việc:
Nhà hàng Studios Dining – số 1 Nguyễn Gia Thiều, Cửa Nam, Hà Nội
3. Yêu cầu ứng viên:
Trình độ Cao Đẳng hoặc tương đương
Có kinh nghiệm là một lợi thế
Tiếng Anh khá, đủ để làm việc
Có thể làm Hybrid 09:00 – 18:00 thứ 3 – chủ nhật. Trong đó làm tại văn phòng 14:00 – 18:00 tối thiểu 4 ngày / tuần.
4. Chính sách đãi ngộ:
Thu nhập: 9 – 12 triệu / tháng
Phụ cấp ăn ca: 35.000 VND / ngày
12 ngày nghỉ phép năm
Thưởng sinh nhật, ngày lễ, Tết, …
5. Cách thức ứng tuyển:
SĐT: 094 684 2514 (Ms. Trinh – Nhân sự)
Hoặc email:
hello@studiosdining.com","python,giao tiếp,tiếng anh",Marketing,Hà Nội
Nhân Viên Marketing F&B Tổng Hợp,https://sakukostore.com.vn/,"8.000.000 - 10.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-marketing-fb-tong-hop-cong-ty-tnhh-ban-le-sakuko-viet-nam-1202606081547,"1. MÔ TẢ CÔNG VIỆC:
Xây dựng & triển khai kế hoạch Marketing:
Hỗ trợ lên kế hoạch truyền thông, khuyến mãi theo tháng/quý cho từng thương hiệu.
Phối hợp với team thiết kế quay, dựng video, chụp ảnh sản phẩm phục vụ các chương trình marketing của công ty.
Phụ trách sáng tạo, thiết kế về các ấn phẩm truyền thông online & offline để đảm bảo hình ảnh/thông điệp thương hiệu
Triển khai các chiến dịch Marketing online (Facebook, TikTok, Instagram, Zalo, EC,...).
Quản lý nội dung & kênh truyền thông:
Quản lý, chăm sóc Fanpage: đăng bài viết, hình ảnh, video theo kế hoạch của trưởng bộ phận.
Theo dõi, đánh giá hiệu quả bài viết, tương tác và đề xuất cải thiện.
Hỗ trợ triển khai các hoạt động truyền thông, workshop, quảng cáo online, branding.
Hỗ trợ lên nội dung PR, bài báo, booking KOL/KOC.
Tổ chức & hỗ trợ sự kiện – khuyến mãi:
Hỗ trợ tổ chức sự kiện, chương trình khuyến mãi và các hoạt động branding khác.
Lên kế hoạch mini game, ưu đãi, các hoạt động thu hút khách hàng tại cửa hàng.
Theo dõi, tổng kết hiệu quả chương trình.
Báo cáo & phối hợp:
Phối hợp với team thiết kế, vận hành và đối tác agency khi cần.
Làm báo cáo định kỳ (tuần/tháng) về hiệu quả các chiến dịch cho trưởng nhóm.
2. YÊU CẦU ỨNG VIÊN:
Nam/Nữ từ 22 - 25 tuổi.
Tốt nghiệp cao đẳng/đại học chuyên ngành Marketing, Truyền thông, Quản trị kinh doanh hoặc các ngành liên quan.
Có ít nhất 6 tháng - 1 năm kinh nghiệm Marketing tổng hợp hoặc vị trí tương đương (ưu tiên trong ngành F&B).
Có khả năng viết content, tư duy hình ảnh, sáng tạo tốt, có năng khiếu về mỹ thuật.
Có kỹ năng sử dụng các công cụ xử lý/sáng tạo hình ảnh, thiết kế (Canva, Capcut, Pts, AI, Pr,...)
Có tinh thần học hỏi và trách nhiệm với công việc, muốn gắn bó lâu dài.
Có laptop (công ty hỗ trợ 200k/tháng khi sử dụng thiết bị cá nhân).
3. CHÍNH SÁCH ĐÃI NGỘ:
Thu nhập: 8 – 10 triệu (Thỏa thuận theo năng lực)
Làm việc trong môi trường năng động, gắn kết. Được đầu tư dài hạn cho hoạt động Marketing.
BHXH, BHYT, BHTN: đóng sau 2 tháng thử việc, thử việc 85% lương
Phép năm: 1 ngày/tháng
Thưởng khác: Tết dương lịch, 30/04, 1/5, 2/9, ngày nam giới 03/08, Quốc tế thiếu nhi 01/06 và trung thu,...
Chế độ phúc lợi khác: Thăm hỏi sinh con, hiếu, hỉ, ốm, đau,...
Các hoạt động khác: Tiệc sinh nhật hàng tháng, tiệc liên hoan cuối năm, team building, nghỉ mát, sinh hoạt tập thể
Làm việc thứ 7 vào tuần 1-3 của tháng
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: ngaltq@sakukovietnam.com.vn
Hạn cuối: 23:59 ngày 30/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Marketing,Hà Nội
